validation_set_corpus_pct,topics_range,alpha,eta,minimum_probability,bigram_min_count,coherence
0.75,12,asymmetric,,0.1,5,0.23770953624604563
0.75,14,symmetric,symmetric,0.001,5,0.242157119093668
0.75,14,symmetric,symmetric,0.01,5,0.2393348417504537
0.75,14,symmetric,symmetric,0.1,5,0.24156160936739596
0.75,14,symmetric,auto,0.001,5,0.2388972290753295
0.75,14,symmetric,auto,0.01,5,0.2382393963640565
0.75,14,symmetric,auto,0.1,5,0.23688643813049812
0.75,14,symmetric,,0.001,5,0.24311113192267034
0.75,14,symmetric,,0.01,5,0.23869540234534553
0.75,14,symmetric,,0.1,5,0.237904420076148
0.75,14,asymmetric,symmetric,0.001,5,0.25216673068670664
0.75,14,asymmetric,symmetric,0.01,5,0.2513156118197387
0.75,14,asymmetric,symmetric,0.1,5,0.25198305661578874
0.75,14,asymmetric,auto,0.001,5,0.24483211167322017
0.75,14,asymmetric,auto,0.01,5,0.2409264085940007
0.75,14,asymmetric,auto,0.1,5,0.2490153958910528
0.75,14,asymmetric,,0.001,5,0.24405844954555073
0.75,14,asymmetric,,0.01,5,0.2524062509422117
0.75,14,asymmetric,,0.1,5,0.2515882825656578
1.0,8,symmetric,symmetric,0.001,5,0.23779855283006035
1.0,8,symmetric,symmetric,0.01,5,0.23885335913683614
1.0,8,symmetric,symmetric,0.1,5,0.23803218098864595
1.0,8,symmetric,auto,0.001,5,0.23809496841734293
1.0,8,symmetric,auto,0.01,5,0.23718171893544374
1.0,8,symmetric,auto,0.1,5,0.23609032689638942
1.0,8,symmetric,,0.001,5,0.23823382024576256
1.0,8,symmetric,,0.01,5,0.23747648249195297
1.0,8,symmetric,,0.1,5,0.23716489478209196
1.0,8,asymmetric,symmetric,0.001,5,0.23620890901309188
1.0,8,asymmetric,symmetric,0.01,5,0.23418034621058936
1.0,8,asymmetric,symmetric,0.1,5,0.23599964148470107
1.0,8,asymmetric,auto,0.001,5,0.23513150340359276
1.0,8,asymmetric,auto,0.01,5,0.23480452376684458
1.0,8,asymmetric,auto,0.1,5,0.23597733949676267
1.0,8,asymmetric,,0.001,5,0.23499367727983111
1.0,8,asymmetric,,0.01,5,0.23418034621058936
1.0,8,asymmetric,,0.1,5,0.23812279237600747
1.0,10,symmetric,symmetric,0.001,5,0.24125956146620525
1.0,10,symmetric,symmetric,0.01,5,0.2401074961921678
1.0,10,symmetric,symmetric,0.1,5,0.24015303261710114
1.0,10,symmetric,auto,0.001,5,0.23890766557782958
1.0,10,symmetric,auto,0.01,5,0.24039784472357023
1.0,10,symmetric,auto,0.1,5,0.24005724963456557
1.0,10,symmetric,,0.001,5,0.2403306985634214
1.0,10,symmetric,,0.01,5,0.24067092358494416
1.0,10,symmetric,,0.1,5,0.240065799184129
1.0,10,asymmetric,symmetric,0.001,5,0.23677681032049355
1.0,10,asymmetric,symmetric,0.01,5,0.23677681032049355
1.0,10,asymmetric,symmetric,0.1,5,0.23698353996017754
1.0,10,asymmetric,auto,0.001,5,0.2360670604160509
1.0,10,asymmetric,auto,0.01,5,0.23708761151199584
1.0,10,asymmetric,auto,0.1,5,0.23900024038864212
1.0,10,asymmetric,,0.001,5,0.23847381401245688
1.0,10,asymmetric,,0.01,5,0.23738438499927983
1.0,10,asymmetric,,0.1,5,0.2376536030492779
1.0,12,symmetric,symmetric,0.001,5,0.23928849937246296
1.0,12,symmetric,symmetric,0.01,5,0.24070845665850518
1.0,12,symmetric,symmetric,0.1,5,0.23999867577418824
1.0,12,symmetric,auto,0.001,5,0.2392783143689258
1.0,12,symmetric,auto,0.01,5,0.2399713294187802
1.0,12,symmetric,auto,0.1,5,0.2388178426518812
1.0,12,symmetric,,0.001,5,0.2390000589054935
1.0,12,symmetric,,0.01,5,0.2401323700737289
1.0,12,symmetric,,0.1,5,0.24088163395952175
1.0,12,asymmetric,symmetric,0.001,5,0.23756087279919988
1.0,12,asymmetric,symmetric,0.01,5,0.2358357332431835
1.0,12,asymmetric,symmetric,0.1,5,0.2379244024889433
1.0,12,asymmetric,auto,0.001,5,0.24097226730941335
1.0,12,asymmetric,auto,0.01,5,0.2372999562363889
1.0,12,asymmetric,auto,0.1,5,0.2366433511307887
1.0,12,asymmetric,,0.001,5,0.23697878660801472
1.0,12,asymmetric,,0.01,5,0.23614463101040203
1.0,12,asymmetric,,0.1,5,0.23753544807602514
1.0,14,symmetric,symmetric,0.001,5,0.23923205912726878
1.0,14,symmetric,symmetric,0.01,5,0.2398506279961257
1.0,14,symmetric,symmetric,0.1,5,0.24021834397354244
1.0,14,symmetric,auto,0.001,5,0.24049712756357375
1.0,14,symmetric,auto,0.01,5,0.24048035990007324
1.0,14,symmetric,auto,0.1,5,0.2410813212770261
1.0,14,symmetric,,0.001,5,0.2404448891830108
1.0,14,symmetric,,0.01,5,0.24104340349366454
1.0,14,symmetric,,0.1,5,0.24085595022122794
1.0,14,asymmetric,symmetric,0.001,5,0.24338186112774549
1.0,14,asymmetric,symmetric,0.01,5,0.24356962016007191
1.0,14,asymmetric,symmetric,0.1,5,0.247420493524341
1.0,14,asymmetric,auto,0.001,5,0.24315822257253514
1.0,14,asymmetric,auto,0.01,5,0.2409964811001885
1.0,14,asymmetric,auto,0.1,5,0.24211989447195853
1.0,14,asymmetric,,0.001,5,0.2452481618138244
1.0,14,asymmetric,,0.01,5,0.23957471811054568
1.0,14,asymmetric,,0.1,5,0.23828109144611503
0.75,8,symmetric,symmetric,0.001,7,0.240449967450227
0.75,8,symmetric,symmetric,0.01,7,0.24036276075846846
0.75,8,symmetric,symmetric,0.1,7,0.23896121675596577
0.75,8,symmetric,auto,0.001,7,0.23972323753041253
0.75,8,symmetric,auto,0.01,7,0.23761845773900683
0.75,8,symmetric,auto,0.1,7,0.23946532455809208
0.75,8,symmetric,,0.001,7,0.23917059218377953
0.75,8,symmetric,,0.01,7,0.239295868989887
0.75,8,symmetric,,0.1,7,0.23979912345826
0.75,8,asymmetric,symmetric,0.001,7,0.23898562041338411
0.75,8,asymmetric,symmetric,0.01,7,0.2398057311867443
0.75,8,asymmetric,symmetric,0.1,7,0.23948479488401758
0.75,8,asymmetric,auto,0.001,7,0.23867522767279506
0.75,8,asymmetric,auto,0.01,7,0.23952895690545725
0.75,8,asymmetric,auto,0.1,7,0.23989622231480218
0.75,8,asymmetric,,0.001,7,0.23898562041338411
0.75,8,asymmetric,,0.01,7,0.23859237244823953
0.75,8,asymmetric,,0.1,7,0.23898562041338411
0.75,10,symmetric,symmetric,0.001,7,0.23798692027755913
0.75,10,symmetric,symmetric,0.01,7,0.23793220909933815
0.75,10,symmetric,symmetric,0.1,7,0.23780428122621858
0.75,10,symmetric,auto,0.001,7,0.2383885459895275
0.75,10,symmetric,auto,0.01,7,0.23784598340356583
0.75,10,symmetric,auto,0.1,7,0.23927772680108678
0.75,10,symmetric,,0.001,7,0.2375118894254348
0.75,10,symmetric,,0.01,7,0.23540015910260736
0.75,10,symmetric,,0.1,7,0.23729140474986873
0.75,10,asymmetric,symmetric,0.001,7,0.23737452268074186
